id,nom_carre.x,nom_carre_fnat.x,commune.x,site.x,etude.x,insee.x,departement.x,altitude.x,area.x,perimeter.x,alea.x,SpHO31S,SpHO32S,SpHO36S,SpHO11S,SpHO12S,SpHO34S,SpHO42S,SpHO211S,SpHO51S,SpHO43S,SpHO222S,SpHO41S,SpHO221S,SpHO45S,SpHO46S,SpHO21S,SpHO22S,SpHO1S,SpHO2S,SpHO3S,SpHO4S,SpHO5S,SpHO11M,SpHO12M,SpHO31M,SpHO32M,SpHO34M,SpHO36M,SpHO42M,SpHO211M,SpHO222M,SpHO43M,SpHO45M,SpHO46M,SpHO51M,SpHO221M,SpHO41M,SpHO44M,SpHO0M,SpHO21M,SpHO22M,SpHO1M,SpHO2M,SpHO3M,SpHO4M,SpHO5M,SpHC111M,SpHC112M,SpHC121M,SpHC122M,SpHC123M,SpHC124M,SpHC131M,SpHC133M,SpHC141M,SpHC142M,SpHC211M,SpHC213M,SpHC221M,SpHC222M,SpHC223M,SpHC231M,SpHC242M,SpHC243M,SpHC311M,SpHC312M,SpHC313M,SpHC321M,SpHC322M,SpHC323M,SpHC324M,SpHC331M,SpHC332M,SpHC333M,SpHC411M,SpHC421M,SpHC423M,SpHC511M,SpHC512M,SpHC521M,SpHC111L,SpHC112L,SpHC121L,SpHC122L,SpHC123L,SpHC124L,SpHC131L,SpHC132L,SpHC133L,SpHC141L,SpHC142L,SpHC211L,SpHC213L,SpHC221L,SpHC222L,SpHC223L,SpHC231L,SpHC241L,SpHC242L,SpHC243L,SpHC311L,SpHC312L,SpHC313L,SpHC321L,SpHC322L,SpHC323L,SpHC324L,SpHC331L,SpHC332L,SpHC333L,SpHC411L,SpHC412L,SpHC421L,SpHC422L,SpHC423L,SpHC511L,SpHC512L,SpHC521L,SpHC522L,SpHC523L,SpAltiS,SpAltiM,SpAltiL,SpBioc01,SpBioc02,SpBioc03,SpBioc04,SpBioc05,SpBioc06,SpBioc07,SpBioc08,SpBioc09,SpBioc10,SpBioc11,SpBioc12,SpBioc13,SpBioc14,SpBioc15,SpBioc16,SpBioc17,SpBioc18,SpBioc19,SpALAN_M,SpALAN_L,Group.1.x,Group.2.x,nom_carre.y,nom_carre_fnat.y,commune.y,site.y,etude.y,insee.y,departement.y,altitude.y,area.y,perimeter.y,alea.y,SpWS_S,SpWS_M,SpWS_L,SpWC_S,SpWC_M,SpWC_L,Group.1.y,Group.2.y,Group.1,Group.2
125,Carré EPS N°250664,Carré EPS N°0664,"","",STOC_EPS,0,25,384,4000000,8000,0.587282754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0556475232395263,0.192155864001019,0.0269960524640265,0.00165541831147332,0.0110785686998599,0,0.0435502355787597,0.668661657965109,0,0,0.000254679740226665,0,0,0,0,0,0,0.668661657965109,0,0.247803387240545,0.668661657965109,0.0397300394753597,0.0438049153189864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653171021162854,0.958110424408545,0.0189895084639987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483472350156684,0.0829849078767538,0.0092493961687349,0.00369570770107093,0,0,0.00752922796762195,0,0,0,0.00691223350127068,0.0292043946736613,0,0,0,0,0.14721837422837,0,0.228756605046933,0.0677568948025593,0.323319320775445,0.0187077313725971,0.0207796549886082,0,0.00321038192718998,0,0,0,0,0,0.0161194570126682,0,0,0,0,0.00872331228029796,0.00462931925796259,0,0,0,370.200012207031,372.567143249512,397.312618071985,10.0800417189797,8.46691681444645,32.8378714026561,642.722488063031,22.246000289917,-3.53799986839294,25.7840001583099,6.17650001247724,3.54183328151703,18.10733350118,2.35983336965243,1161,109,80,11.2415657165401,321,261,272,286,0.438060581684113,1.72135598671725,6.047510274,47.19186839,Carré EPS N°250664,Carré EPS N°0664,"","",STOC_EPS,0,25,384,4000000,8000,0.587282754,0,0,0.00932032011617007,0,0,20400.3242567795,930689.846309869,6681294.45943224,930689.846309869,6681294.45943224
126,Carré EPS N°270258,Carré EPS N°0258,"","",STOC_EPS,0,27,79,4000000,8000,0.423974173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0443142747994397,0.00356551636317331,0.432700878645104,0.399210492805297,0.00114605883101999,0,0.0168088628549599,0.102253915701006,0,0,0,0,0,0,0,0,0,0.102253915701006,0,0.047879791162613,0.102253915701006,0.833057430281421,0.0168088628549599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159158920539105,0,0,0.361900689773586,0.14981821308356,0.312753819693343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158606037536063,0,0,0,0,0,0,0,0,0,0.272609472861872,0,0,0,0,0.287213851691581,0,0.0307663433563251,0.00181648894650568,0.148412592732066,0.080573480219036,0.116187017630468,0,0,0,0.01530078242573,0,0,0,0,0,0,0,0,0,0.0148910094660519,0,0,0,94.5,80.6438848097547,96.9212716364022,10.5016250157108,7.62874993806084,36.1706413047918,502.228417135357,20.8889999389648,-0.202000007033348,21.0909999459982,7.8013334274292,16.699166615804,16.730833530426,4.55983322610458,728,77,48,16.8996051185884,226,154,159,205,0.422209292650223,0.619509160277006,0.675247628,49.30790919,Carré EPS N°270258,Carré EPS N°0258,"","",STOC_EPS,0,27,79,4000000,8000,0.423974173,0,0,0.0109771007778348,0,150.385649632231,35860.4171546174,530926.420787592,6914523.40929435,530926.420787592,6914523.40929435
127,CARRE N°211374,"",Corcelles-les-Monts,Montfeuillot,STOC_EPS,21192,21,417,4000000,8000,0.506067704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00420168067226891,0.436720142602496,0.0304303539597657,0.126050420168067,0.0208810797046091,0.000381970970206264,0.0378151260504202,0.3414820473644,0,0.00190985485103132,0.000127323656735421,0,0,0,0,0,0,0.3414820473644,0,0.440921823274764,0.3414820473644,0.177743824802648,0.0398523045581869,0,0,0,0,0,0,0,0,0,0,0,0.593365239415449,0,0,0,0,0,0,0,0.0448850746730517,0.194370369962837,0,0.151010959031864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650684780129692,0.0034101376442737,0,0,0,0.00350702355897959,0,0,0.00966655135701739,0.0078906876964926,0.192653509452152,0,0.014680272639631,0.0062628849542019,0,0.0300777076898687,0,0.0332051917415157,0.00464452899966355,0.425097064518837,0.0391948186366157,0.0140873251453359,0.0833705294062824,0.00750094775282344,0,0.038853325078833,0,0,0,0,0,0,0,0,0,0.00446065879782483,0,0,0,428.679992675781,425.099353159074,373.979958381044,9.86575004085898,7.71000002572934,30.9725616245792,635.043992821415,21.6790008544922,-3.21399998664856,24.8930008411408,15.9785000483195,5.77416664361954,17.8455001513163,2.27399997413158,837,90,54,13.941831560938,229,176,203,202,0.592588424682617,3.16781802970315,4.943933076,47.31211072,CARRE N°211374,"",Corcelles-les-Monts,Montfeuillot,STOC_EPS,21192,21,417,4000000,8000,0.506067704,0,0,0.00405601697946929,0,0,27114.1497664975,846844.36054199,6692006.30969075,846844.36054199,6692006.30969075
128,CARRE N°020207,Carré EPS N°0207,Étaves-et-Bocquiaux,etaves,STOC_EPS,2293,2,105,4000000,8000,0.314188667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.551368555060471,0.37084659452578,0.0294080203691916,0,0,0.000254614894971356,0.0235518777848504,0.0245703373647358,0,0,0,0,0,0,0,0,0,0.0245703373647358,0,0.922215149586251,0.0245703373647358,0.029662635264163,0.0235518777848504,0,0,0.0313632624199721,0,0,0,0,0,0,0,0,0.952268380673195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620386015184343,0.00419101037003005,0,0,0,0,0,0,0,0,0.886918685974797,0,0,0,0,0.0130347549047991,0,2.17014870485059e-05,0.00940405342371947,0.00802283540475345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5,118.993661961085,122.808188997786,9.7280416165789,7.88041637837887,34.6620456748528,549.021008508515,20.5020008087158,-2.23300004005432,22.7350008487701,6.65349995096525,5.86316661039988,16.5940001805623,3.22716652353605,736,70,52,9.65802372850195,204,167,182,182,0.294170200824738,0.757527650406597,3.436550138,49.92513996,CARRE N°020207,Carré EPS N°0207,Étaves-et-Bocquiaux,etaves,STOC_EPS,2293,2,105,4000000,8000,0.314188667,0,0,7.55244317650878e-05,92.926479956408,1666.95955651616,20526.7984808932,731373.916290499,6980807.74417456,731373.916290499,6980807.74417456
129,CARRE N°890527,Carré EPS N°0527,Joigny,Episy,STOC_EPS,89206,89,87,4000000,8000,0.676149591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0011457670273711,0.245576066199873,0.111139401654997,0.0227880330999363,0.00305537873965627,0.00267345639719924,0.0633991088478676,0.326416295353278,0,0,0,0,0.223806492679822,0,0,0,0,0.326416295353278,0,0.246721833227244,0.326416295353278,0.139656269891789,0.0633991088478676,0.223806492679822,0,0.271223133531248,0,0,0,0,0,0,0,0,0.358889890584052,0,0,0,0,0,0,0.0492034423949967,0,0,0,0,0,0,0.00307357333146722,0,0,0,0,0,0,0.0446325903810904,0.256609012859592,0,0.00326772372374212,0.0936513564839636,0.0140704183520022,0,0,0.00325381180477273,0,0,0,0.00319622870087272,0,0.399920940901067,0,0,0,0,0.00706141490079155,0,0.00853308689564531,0.0636730633932494,0.22627276669254,0.0807812877205241,0.0301404547803023,0,0,0,0.0152792158422905,0,0,0,0,0,0,0,0,0.0186463815765347,0.0158834913152142,0,0,0,76.629997253418,77.6100723266602,130.060306142579,10.7485000093778,8.9498333533605,35.5914782922746,598.570802317082,22.6830005645752,-2.46300005912781,25.146000623703,11.0136667092641,6.69966659943263,18.3526668548584,3.61883330345154,654,63,43,11.3045849683726,179,139,166,158,1.80036735534668,1.67914868099786,3.369297642,47.98453047,CARRE N°890527,Carré EPS N°0527,Joigny,Episy,STOC_EPS,89206,89,87,4000000,8000,0.676149591,0,0.216751134356951,0.0259627285821927,0,1459.24735081626,30084.1905611654,727550.005434108,6764969.11527858,727550.005434108,6764969.11527858
130,CARRE N°780248,"",Louveciennes,Marly,STOC_EPS,78350,78,23,4000000,8000,0.771814213,0,0,0,0.0126582278481013,0.0506329113924051,0,0.354430379746835,0,0,0.582278481012658,0,0,0,0,0,0,0,0.0632911392405063,0,0,0.936708860759494,0,0.000509100165457554,0.059310169275805,0.227567773959527,0.0136184294259896,0,0,0.628993254422808,0.0188367061219295,0,0.0509100165457554,0,0,0.000254550082728777,0,0,0,0,0.0188367061219295,0,0.0598192694412626,0.0188367061219295,0.241186203385516,0.679903270968563,0.000254550082728777,0,0.732917214525184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250714428567451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563516552286846,0.529362274886171,0.0139629528234168,0.00602869205465443,0,0,0,0,0,0.0433826084696577,0.0399899289253701,0.0402921655173255,0,0,0,0,0.00650443942628611,0,0.0144747600469068,0.00712875940530684,0.246688742760067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237373655075596,0.00644378773760404,0,0,0,109.629997253418,108.846429715838,101.629798328473,10.9455832913518,7.53516676525275,33.8127280864961,549.466210447657,21.4810009002686,-0.804000020027161,22.2850009202957,16.1986665725708,7.07783330480258,17.9136667251587,4.47849999864896,630,61,42,10.4375107411631,170,144,151,157,30.3769912719727,20.3638182001701,2.106266332,48.86989498,CARRE N°780248,"",Louveciennes,Marly,STOC_EPS,78350,78,23,4000000,8000,0.771814213,0,0,0.0258135176476294,0,0,11635.0271874814,634441.548239279,6863689.64741165,634441.548239279,6863689.64741165
131,CARRE N°950213,"",Pontoise,Le plateau saint-martin,STOC_EPS,95500,95,45,4000000,8000,0.195374369,0,0,0,0,0.0632911392405063,0,0.886075949367089,0,0,0.0506329113924051,0,0,0,0,0,0,0,0.0632911392405063,0,0,0.936708860759494,0,0.000127291242362525,0.072428716904277,0.0692464358452139,0.00165478615071283,0,0.000127291242362525,0.427825865580448,0.0175661914460285,0,0.409877800407332,0,0,0,0,0.00114562118126273,0,0,0.0175661914460285,0,0.0725560081466395,0.0175661914460285,0.0710285132382892,0.838849287169043,0,0,0.312028197634267,0.48565935781303,0,0,0,0,0,0.185944087646455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394748913210542,0.14393124496662,0,0,0,0,0,0,0.0248584337353042,0.016300187275376,0.201344539829359,0,0,0.00155559337571492,0,0.0289101315694757,0,0.0213790974155681,0.0135912051403295,0.0950246522497938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273093420246786,0.0146783022903233,0,0,0,64.5999984741211,58.6705759171959,61.2523574416539,10.8524582932393,7.9695833226045,34.9742556507304,548.396274013743,21.6439990997314,-1.14300000667572,22.7869991064072,7.81266667445501,6.99966671069463,17.7876664797465,4.38050005833308,632,61,43,10.7580795501173,172,142,151,160,38.8364868164063,24.0308137438319,2.078120975,49.0495713,CARRE N°950213,"",Pontoise,Le plateau saint-martin,STOC_EPS,95500,95,45,4000000,8000,0.195374369,0,0,0.0293398589484194,0,338.027896226996,19024.1724859405,632610.352462669,6883693.03017253,632610.352462669,6883693.03017253
132,Carré EPS N°620846,Carré EPS N°0846,"","",STOC_EPS,0,62,0,4000000,8000,0.546637903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.218586887332909,0.06008911521324,0.271546785486951,0.00598345003182686,0,0.019350732017823,0.173901973265436,0.243157224697645,0.000127307447485678,0.00725652450668364,0,0,0,0,0,0,0,0.243157224697645,0.000127307447485678,0.278676002546149,0.243284532145131,0.296880967536601,0.18115849777212,0,0,0.208595314110914,0,0,0,0,0,0,0,0,0.221769697704889,0,0,0,0,0.221715105498428,0,0,0.331551525775176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010545450598764,0.136209448054829,0.00253736309382776,0.00130428904282981,0,0,0,0,0.000309457405329336,0,0.00918482966465367,0.294410373945335,0,0,0,0,0.181236102806054,0,0.011545741423869,0.0273158626355206,0.153765126479973,0.0373383062472609,0,0,0.0222051804834744,0,0,0.00976093801010614,0,0.0140179428378251,0.079786220021176,0,0,0,0,0,0,0,0.00259900642504413,0,14.6000003814697,13.8848921480796,15.6642274638457,11.0922500093778,5.85233342647553,30.4175333865628,506.747369246871,20.6840000152588,1.44400000572205,19.2400000095367,8.6335000594457,9.96933329105377,17.297833442688,5.09983344872793,636,82,39,24.4403628874876,213,124,136,165,0.614764392375946,2.14276631012922,1.649093638,50.46668151,Carré EPS N°620846,Carré EPS N°0846,"","",STOC_EPS,0,62,0,4000000,8000,0.546637903,0,0,0.0101280327235932,0,316.587004840418,74811.2263254144,603949.210611041,7041849.64168778,603949.210611041,7041849.64168778
133,Carré EPS N°030240,Carré EPS N°0240,"","",STOC_EPS,0,3,274,4000000,8000,0.422066914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.00063653723742839,0.401654996817314,0.000381922342457034,0,0,0,0.0161680458306811,0.577593889242521,0,0.00152768936982814,0,0,0.00203691915977085,0,0,0,0,0.577593889242521,0,0.402291534054742,0.577593889242521,0.000381922342457034,0.0176957352005092,0.00203691915977085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223417058368785,0.760214584723402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351434600228646,0,0,0,0,0,0,0,0,0,0.126581847743082,0,0,0,0,0.672497566158104,0,0.117829460525753,0.00931288614102372,0.0415323157548102,0.00478729022427578,0.00370227626624932,0,0,0,0.00129224024381716,0,0,0,0,0,0,0,0,0,0.00258141402366297,0,0,0,271.700012207031,274.323269609092,261.782049960276,10.8064584440241,9.3719169087708,37.0226634956559,592.80842247805,22.9589996337891,-2.35500001907349,25.3139996528626,16.6160003344218,6.83616669972738,18.3306667009989,3.71200009435415,744,79,46,16.7847804024189,211,146,208,169,0.120939068496227,0.167327850036617,3.003774319,46.61986779,Carré EPS N°030240,Carré EPS N°0240,"","",STOC_EPS,0,3,274,4000000,8000,0.422066914,0,0,0.000949900872104311,0,0,40685.1234915998,700288.815282858,6613312.14151011,700288.815282858,6613312.14151011
134,Carré EPS N°041736,Carré EPS N°1736,"","",STOC_EPS,0,4,315,4000000,8000,0.628485745,0,0,0.986666666666667,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00726948093355439,0.0706542532840199,0.162224206096161,0.111975513327382,0.0561152914169111,0.311184797857416,0.130085448284658,0.0640224461165668,0.0800918250223186,0.00395357734982783,0,0.00102027802576202,0,0.00140288228542278,0,0,0,0.0640224461165668,0.0814947073077414,0.0779237342175743,0.145517153424308,0.64149980869787,0.135059303660247,0,0,0,0,0,0,0,0,0,0,0,0.460617564911479,0,0,0,0,0,0,0,0.0136689190294023,0,0.190164339499424,0,0,0,0.319180819654267,0,0,0,0,0,0,0,0,0,0,0.0412267075080138,0,0,0,0,0,0,0,0,0.00983152841886941,0.109089939146373,0,0,0.00319233672349528,0,0,0,0.0615006606917,0.0277117224431151,0.407077363508373,0.0378613322314578,0.170918919544198,0,0,0.0736383091222073,0.0362057450926639,0,0,0.00387355732438902,0,0,0,0,0,0,0.00150352132881245,0,0,0,303.730010986328,313.566250271267,394.668466012275,12.8197082827489,11.2169166902701,38.6124505776264,653.695538983029,27.2439994812012,-1.80599999427795,29.0499994754791,13.3993332783381,21.1276666323344,21.1276666323344,5.1506665746371,723,97,23,29.2068229474351,237,118,118,186,0.227931618690491,1.24028076269463,5.872393803,43.73983603,Carré EPS N°041736,Carré EPS N°1736,"","",STOC_EPS,0,4,315,4000000,8000,0.628485745,0,0,0.00497286030082679,0,887.810512073947,56404.398175632,931384.371314841,6297632.45315165,931384.371314841,6297632.45315165
135,CARRE N°570942,Carré EPS N°0942,Baerenthal,Leizelthal (hameau),STOC_EPS,57046,57,238,4000000,8000,0.878408521,0.0506329113924051,0,0,0,0.0253164556962025,0.0126582278481013,0.227848101265823,0.683544303797468,0,0,0,0,0,0,0,0.683544303797468,0,0.0253164556962025,0.683544303797468,0.0632911392405063,0.227848101265823,0,0.000636618283677107,0.00101858925388337,0.583906289788643,0.211866564807741,0.00547491723962312,0.000509294626941686,0.0653170359052712,0.13127069009422,0,0,0,0,0,0,0,0,0,0.13127069009422,0,0.00165520753756048,0.13127069009422,0.801757066462949,0.0653170359052712,0,0,0.272802733044897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318250653955063,0,0,0.679003844633625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231057611615448,0.00327260496183227,0,0,0,0,0,0,0,0,0.00109746177578301,0,0,0.00501925666766201,0,0.031183135286806,0,0.025966341975124,0.0116801801522112,0.131144979772399,0.188079763816973,0.542962874525711,0,0,0,0.0201192829875429,0,0,0,0,0,0,0,0,0,0,0,0,0,217.600006103516,258.083047839179,303.853599645094,9.12804171877603,7.89241684600711,32.1247826079077,616.37262843841,20.7660007476807,-3.80200004577637,24.568000793457,15.4563334782918,5.10433329890172,16.9486668904622,1.79300000270208,833,83,56,14.3611219519996,238,174,216,202,1.05245339870453,0.541073315370061,7.569783143,48.97117771,CARRE N°570942,Carré EPS N°0942,Baerenthal,Leizelthal (hameau),STOC_EPS,57046,57,238,4000000,8000,0.878408521,0,0,0.00208912054496643,0,681.215604407936,39380.4471438086,1034377.99976372,6884259.83050359,1034377.99976372,6884259.83050359
136,Carré EPS N°580991,Carré EPS N°0991,"","",STOC_EPS,0,58,723,4000000,8000,0.551779061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0138800458423532,0.964344836368267,0.0159174837641666,0,0,0.0058576340252133,0,0,0,0,0,0,0,0,0,0.0058576340252133,0,0,0.0058576340252133,0.994142365974787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983631643082195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123503457347972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198072750600635,0,0.000917880091272964,0.0242407586653054,0.28051940015811,0.412605977620649,0.0397000208643929,0,0,0,0.0152245093484612,0,0,0,0,0,0,0,0,0,0,0,0,0,766.590026855469,748.085237339565,614.163327882679,8.50445828090111,7.06258334219456,30.7189043029456,588.800980285977,19.5900001525879,-3.40100002288818,22.9910001754761,2.44666669766108,4.3338332871596,15.8701666196187,1.53750002384186,944,91,64,11.8276971007066,254,199,245,235,0.0964063555002213,0.188639209216544,4.0367192,47.07707698,Carré EPS N°580991,Carré EPS N°0991,"","",STOC_EPS,0,58,723,4000000,8000,0.551779061,0,0,0.000741489319857943,0,79.9187821067068,59120.9049342684,778661.999506148,6664608.24604727,778661.999506148,6664608.24604727
137,Carré EPS N°490914,Carré EPS N°0914,"","",STOC_EPS,0,49,30,4000000,8000,0.986827802,0.04,0.12,0,0,0.08,0,0,0.106666666666667,0.653333333333333,0,0,0,0,0,0,0.106666666666667,0,0.08,0.106666666666667,0.16,0,0.653333333333333,0.0711462450592885,0.124059671044243,0.173275532321816,0.040290705087339,0.00102001785031238,0.00981767180925666,0.0420757363253857,0.321688129542267,0.0522759148285095,0.00051000892515619,0,0.000127502231289048,0.163712864975137,0,0,0,0,0.321688129542267,0.0522759148285095,0.195205916103532,0.373964044370777,0.224403927068724,0.0427132474818309,0.163712864975137,0,0.0173388701658596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527412930934655,0.244431238375285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194448603607732,0,0,0,0.0420412705563193,0.00463812184615949,0,0,0,0,0,0,0,0.00339391601057348,0.148334434817283,0,0.129547360997997,0,0,0.333590659373479,0,0.14154019256853,0.0555914778414665,0.0631526849033312,0.00145012275575406,0.00414914086665371,0,0,0,0,0.00751794287965856,0,0,0,0,0,0,0,0.0456130981842105,0.00307121948249613,0,0,0,15.75,20.6232857840402,42.8131757710114,11.8739167998234,8.95049998164177,38.8999950645935,526.547670797122,22.8050003051758,-0.203999996185303,23.0090003013611,6.45050013065338,18.5096667607625,18.5096667607625,5.71516678730647,732,79,42,21.3975792926155,232,131,131,220,0.30895072221756,0.487991674506709,-0.668784119,47.37442372,Carré EPS N°490914,Carré EPS N°0914,"","",STOC_EPS,0,49,30,4000000,8000,0.986827802,0.663115920660951,0.1695780987607,0.0610515014994107,0,0,42587.6428079838,423253.907090924,6703550.92509476,423253.907090924,6703550.92509476
138,Carré EPS N°860750,Carré EPS N°0750,"","",STOC_EPS,0,86,101,4000000,8000,0.127496496,0.012987012987013,0.0909090909090909,0.766233766233766,0,0.12987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0.12987012987013,0,0.87012987012987,0,0,0.134404488650854,0.497322111706197,0.117827084927314,0.0207855138995154,0.00395307319561336,0.110813567967355,0.0359602142310635,0.0629941341494517,0.000382555470543229,0.0153022188217292,0,0,0,0,0.000255036980362153,0,0,0.0629941341494517,0.000382555470543229,0.631726600357052,0.0633766896199949,0.253379239989799,0.0515174700331548,0,0,0,0,0,0,0,0,0,0,0,0.398471724455158,0,0,0,0,0.507751109679524,0.000409895256451386,0,0.0769989136929252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179877707885579,0.226792954744763,0.0687194785968944,0.0210735519621002,0,0,0,0,0.00854386154808666,0.0162419863941087,0.00586505372827619,0.347935135059771,0,0,0,0,0.0605627061081923,0,0.0796584380571689,0.0076369608174749,0.115551822089783,0.00706192318849471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.089996337891,97.741159743157,107.561142679391,11.6964584259937,9.16741687680284,37.961890924492,557.500972204519,23.3479995727539,-0.800999999046326,24.1489995718002,8.42233361800512,18.7639999389648,18.7639999389648,5.20916679253181,678,70,41,17.6502462001604,203,135,135,188,1.65980446338654,7.77328285428713,0.3926242,46.60523667,Carré EPS N°860750,Carré EPS N°0750,"","",STOC_EPS,0,86,101,4000000,8000,0.127496496,0,0,0.000805065608083361,0,0,16766.9692533685,500463.179397661,6614981.92926519,500463.179397661,6614981.92926519
139,Carré EPS N°790536,Carré EPS N°0536,"","",STOC_EPS,0,79,204,4000000,8000,0.050684892,0.103896103896104,0,0,0,0.896103896103896,0,0,0,0,0,0,0,0,0,0,0,0,0.896103896103896,0,0.103896103896104,0,0,0.114835585011471,0.230308437420342,0.274407341320418,0.118786642875351,0.00904919704307928,0.000509813917919959,0.0323731837879174,0.216798368595463,0.00293143002803977,0,0,0,0,0,0,0,0,0.216798368595463,0.00293143002803977,0.345144022431812,0.219729798623502,0.402752995156768,0.0323731837879174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196888811153511,0.398218968907078,0,0.388523863022519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117311246542716,0,0,0,0,0.00697019154385578,0,0,0,0,0.359278537582321,0,0,0,0,0.229337542863761,0,0.330984851579174,0,0.0398302324142073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549916244578795,0,0,0,203.600006103516,205.297556376286,201.72300008976,11.5467499010265,8.76716663191716,37.938318696556,538.630112328521,22.6570014953613,-0.451999992132187,23.1090014874935,5.98066652317842,18.2846666971842,18.2846666971842,5.22383320828279,837,100,45,23.9117752049879,277,149,149,250,0.17538782954216,0.205451421383838,-0.422643942,46.71444488,Carré EPS N°790536,Carré EPS N°0536,"","",STOC_EPS,0,79,204,4000000,8000,0.050684892,0,0,0.00822228246892469,0,0,22773.5682155417,438632.446128497,6629481.19545515,438632.446128497,6629481.19545515
140,CARRE N°601012,"",Verberie,verberie,STOC_EPS,60667,60,31,4000000,8000,0.884567427,0.423076923076923,0,0.551282051282051,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0.974358974358974,0,0,0.0331041507512096,0.419022154316272,0.273109243697479,0.00827603768780239,0.00407435701553349,0.025974025974026,0.0965113318054494,0.0190985485103132,0,0.0249554367201426,0,0,0.0958747135217724,0,0,0,0,0.0190985485103132,0,0.452126305067482,0.0190985485103132,0.311433664374841,0.121466768525592,0.0958747135217724,0,0.0806580033419021,0.00991187640298368,0,0,0,0,0,0,0,0.226926199469762,0,0,0,0,0.1738473082548,0.0854483457782178,0.348470446903533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583694629222121,0,0,0,0.0692894609872978,0.0547704627848131,0.0183875238464155,0,0,0.039562753950238,0,0,0,0,0.325489803627184,0,0,0,0,0.0131653543719447,0,0.0310740032065022,0.0411733512359762,0.307540235931388,0,0,0,0,0,0.00376375250883682,0,0,0,0,0,0,0,0,0.0204915046372774,0.0589234359957208,0,0,0,31.0499992370606,31.2391491477371,59.1518784072097,10.392666776975,7.84900013605754,34.4980678256414,556.607281573637,21.1749992370605,-1.57700002193451,22.7519992589951,15.725999991099,6.54300002257029,17.4318332672119,3.79300002257029,638,60,45,9.53891268953373,173,141,160,156,2.53172755241394,3.98109046123206,2.736409566,49.3187359,CARRE N°601012,"",Verberie,verberie,STOC_EPS,60667,60,31,4000000,8000,0.884567427,0,0.0864966101100348,0.0551169472158814,0,1289.6136858412,29349.1117901191,680830.996013586,6913270.76843329,680830.996013586,6913270.76843329
